EmployeeID,Age,Gender,Department,JobRole,YearsAtCompany,EducationLevel,Attrition,MonthlyIncome,PerformanceRating,OverTime
EMP1893,45,Male,Human Resources,Laboratory Technician,8,3,Yes,105246,3,Yes
EMP1894,51,Female,Sales,Sales Executive,4,5,No,99177,2,Yes
EMP1895,57,Female,Human Resources,Laboratory Technician,10,4,Yes,83768,2,No
EMP1896,30,Female,Sales,Research Scientist,11,5,No,71754,4,Yes
EMP1897,27,Female,Research & Development,Sales Representative,3,3,No,65955,4,No
EMP1898,26,Male,Human Resources,Research Scientist,15,1,No,86582,4,Yes
EMP1899,41,Female,Human Resources,Sales Representative,15,4,No,54574,5,Yes
EMP1900,47,Male,Sales,Sales Executive,6,2,Yes,49403,5,No
EMP1901,52,Male,Sales,Research Scientist,4,2,Yes,123639,2,Yes
EMP1902,55,Male,Research & Development,HR Manager,7,1,Yes,142156,3,No
EMP1903,48,Male,Research & Development,Research Scientist,4,3,Yes,31275,2,No
EMP1904,48,Male,Sales,Research Scientist,4,4,No,52042,4,Yes
EMP1905,58,Male,Research & Development,Sales Executive,7,3,No,38640,4,No
EMP1906,26,Female,Research & Development,Sales Executive,2,3,Yes,51823,2,Yes
EMP1907,30,Female,Sales,Sales Representative,3,5,Yes,56122,5,Yes
EMP1908,42,Male,Sales,Laboratory Technician,12,2,Yes,127449,2,Yes
EMP1909,26,Female,Sales,Research Scientist,9,4,Yes,125270,2,No
EMP1910,50,Male,Sales,Laboratory Technician,3,5,Yes,94443,5,Yes
EMP1911,51,Male,Human Resources,Research Scientist,7,5,Yes,119957,3,Yes
EMP1912,55,Male,Human Resources,Laboratory Technician,7,5,Yes,127326,2,Yes
EMP1913,44,Male,Research & Development,Sales Representative,8,3,Yes,49449,1,No
EMP1914,30,Male,Research & Development,Sales Executive,5,1,No,143537,2,Yes
EMP1915,57,Female,Research & Development,HR Manager,9,4,Yes,31906,2,Yes
EMP1916,59,Male,Sales,Laboratory Technician,10,4,Yes,77091,2,Yes
EMP1917,33,Female,Research & Development,Sales Executive,14,5,Yes,148313,1,Yes
EMP1918,30,Female,Human Resources,Research Scientist,8,2,Yes,73103,5,Yes
EMP1919,49,Female,Sales,Research Scientist,4,2,No,30195,1,No
EMP1920,54,Female,Sales,Laboratory Technician,10,3,No,145166,3,Yes
EMP1921,25,Female,Research & Development,Laboratory Technician,13,1,No,57280,1,No
EMP1922,29,Female,Human Resources,HR Manager,11,3,Yes,129793,1,No
EMP1923,55,Male,Research & Development,Sales Representative,4,3,Yes,58548,4,Yes
EMP1924,31,Female,Sales,Laboratory Technician,1,4,Yes,30259,5,No
EMP1925,41,Male,Research & Development,Research Scientist,12,2,No,37990,2,No
EMP1926,32,Male,Sales,HR Manager,1,5,Yes,32702,2,No
EMP1927,32,Male,Sales,HR Manager,6,3,Yes,32382,2,Yes
EMP1928,42,Female,Human Resources,Research Scientist,5,4,Yes,101898,5,Yes
EMP1929,36,Female,Human Resources,Research Scientist,0,2,Yes,98025,3,No
EMP1930,44,Male,Research & Development,Sales Executive,4,4,No,79401,3,Yes
EMP1931,55,Female,Research & Development,Laboratory Technician,1,5,No,62593,2,No
EMP1932,40,Male,Research & Development,HR Manager,7,1,Yes,133976,2,No
EMP1933,27,Male,Human Resources,Laboratory Technician,5,1,No,68232,3,Yes
EMP1934,38,Female,Human Resources,Research Scientist,12,1,No,127488,4,No
EMP1935,34,Female,Human Resources,Sales Executive,10,5,No,123626,1,No
EMP1936,57,Male,Human Resources,HR Manager,0,2,Yes,82862,5,No
EMP1937,39,Male,Human Resources,Sales Executive,15,2,Yes,89432,5,Yes
EMP1938,30,Male,Research & Development,Sales Representative,15,4,Yes,61361,5,No
EMP1939,41,Female,Sales,HR Manager,11,1,No,107823,2,Yes
EMP1940,56,Female,Research & Development,Sales Executive,6,2,Yes,44579,5,Yes
EMP1941,27,Male,Research & Development,Sales Representative,12,4,No,110240,1,No
EMP1942,54,Male,Research & Development,Sales Executive,14,4,No,30632,4,No
EMP1943,32,Male,Human Resources,Research Scientist,6,5,No,30440,3,No
EMP1944,59,Female,Human Resources,Laboratory Technician,14,1,No,97653,3,Yes
EMP1945,59,Male,Human Resources,Sales Representative,8,1,No,98300,1,Yes
EMP1946,31,Male,Human Resources,HR Manager,14,5,Yes,104938,3,Yes
EMP1947,32,Female,Human Resources,Laboratory Technician,3,4,Yes,130678,3,Yes
EMP1948,60,Female,Research & Development,Sales Executive,8,2,Yes,131993,3,Yes
EMP1949,43,Female,Sales,Sales Representative,10,2,Yes,104465,2,No
EMP1950,58,Female,Human Resources,Laboratory Technician,10,2,Yes,41794,4,Yes
EMP1951,24,Male,Sales,Laboratory Technician,5,2,Yes,45901,1,No
EMP1952,23,Male,Human Resources,Sales Executive,8,3,Yes,63046,4,Yes
EMP1953,27,Male,Sales,Research Scientist,10,1,No,45612,3,Yes
EMP1954,24,Female,Research & Development,Laboratory Technician,15,1,Yes,83240,4,No
EMP1955,58,Female,Human Resources,Laboratory Technician,14,3,No,134637,5,No
EMP1956,38,Female,Research & Development,HR Manager,3,1,No,30347,5,Yes
EMP1957,35,Male,Human Resources,Laboratory Technician,10,5,No,33033,5,Yes
EMP1958,58,Female,Sales,Sales Executive,8,4,Yes,105975,1,No
EMP1959,48,Male,Research & Development,Sales Executive,2,1,Yes,142181,2,No
EMP1960,23,Male,Human Resources,Sales Representative,11,3,Yes,141462,5,No
EMP1961,53,Male,Research & Development,Sales Executive,13,5,Yes,42103,2,No
EMP1962,56,Male,Research & Development,Laboratory Technician,0,4,Yes,80394,1,Yes
EMP1963,40,Female,Sales,Laboratory Technician,4,2,No,104411,1,Yes
EMP1964,41,Female,Research & Development,Sales Representative,3,1,Yes,128693,1,Yes
EMP1965,52,Male,Human Resources,Laboratory Technician,7,3,No,127174,4,No
EMP1966,37,Male,Human Resources,Research Scientist,14,2,Yes,112283,3,Yes
EMP1967,47,Female,Research & Development,Sales Executive,3,5,No,49958,2,Yes
EMP1968,41,Male,Research & Development,Research Scientist,3,1,No,137531,2,No
EMP1969,51,Female,Human Resources,Research Scientist,9,1,Yes,60814,2,No
EMP1970,26,Male,Research & Development,HR Manager,4,3,Yes,48201,2,No
EMP1971,25,Male,Sales,Laboratory Technician,11,5,Yes,119851,4,No
EMP1972,32,Male,Sales,Sales Representative,9,5,Yes,94811,2,No
EMP1973,50,Female,Research & Development,Laboratory Technician,14,2,Yes,56416,2,Yes
EMP1974,48,Male,Human Resources,Sales Executive,13,1,No,89866,4,Yes
EMP1975,52,Female,Sales,Research Scientist,2,4,No,127276,4,Yes
EMP1976,51,Male,Research & Development,Laboratory Technician,5,3,Yes,139008,4,No
EMP1977,35,Male,Research & Development,Sales Executive,12,5,Yes,106280,4,Yes
EMP1978,43,Male,Research & Development,HR Manager,6,2,No,118244,2,Yes
EMP1979,60,Female,Sales,Sales Representative,4,1,No,99721,2,Yes
EMP1980,31,Male,Human Resources,Laboratory Technician,7,4,No,131362,1,Yes
EMP1981,42,Female,Sales,Sales Representative,0,2,No,105650,4,Yes
EMP1982,42,Male,Human Resources,Sales Representative,6,4,No,125257,5,No
EMP1983,44,Male,Human Resources,Research Scientist,11,3,No,90270,1,Yes
EMP1984,47,Female,Research & Development,HR Manager,4,1,Yes,126994,4,Yes
EMP1985,30,Male,Human Resources,Sales Executive,1,1,No,123894,4,Yes
EMP1986,45,Male,Human Resources,HR Manager,11,5,Yes,110973,3,No
EMP1987,54,Male,Human Resources,Laboratory Technician,7,5,No,35862,4,Yes
EMP1988,57,Female,Research & Development,Sales Executive,5,2,Yes,80882,1,Yes
EMP1989,28,Male,Sales,Research Scientist,11,5,Yes,31167,4,Yes
EMP1990,42,Female,Research & Development,Laboratory Technician,5,3,No,101011,1,No
EMP1991,37,Female,Human Resources,Laboratory Technician,3,1,No,134222,2,No
EMP1992,51,Female,Human Resources,Sales Representative,5,4,No,126083,5,Yes
EMP1993,29,Male,Research & Development,Sales Executive,7,3,Yes,74150,3,Yes
EMP1994,39,Male,Research & Development,Sales Representative,4,3,No,69348,1,No
EMP1995,50,Female,Human Resources,Sales Executive,13,4,No,101214,2,Yes
EMP1996,37,Female,Human Resources,Laboratory Technician,6,5,No,140447,4,Yes
EMP1997,31,Male,Human Resources,Research Scientist,8,2,No,40774,1,Yes
EMP1998,28,Female,Research & Development,Research Scientist,1,1,Yes,142010,3,Yes
EMP1999,25,Male,Research & Development,Sales Representative,12,1,No,143587,5,Yes
EMP2000,40,Female,Sales,Sales Executive,9,5,No,149241,3,Yes
EMP2001,46,Female,Human Resources,Sales Representative,12,1,No,101776,2,No
EMP2002,48,Female,Sales,Sales Executive,13,3,Yes,85739,5,Yes
EMP2003,37,Female,Research & Development,Research Scientist,15,2,No,92918,5,Yes
EMP2004,32,Male,Human Resources,Laboratory Technician,14,2,Yes,63818,3,Yes
EMP2005,42,Male,Human Resources,Sales Executive,10,2,Yes,80922,2,Yes
EMP2006,58,Female,Sales,Research Scientist,4,2,No,62105,3,Yes
EMP2007,42,Female,Human Resources,Laboratory Technician,9,1,No,35325,1,No
EMP2008,34,Female,Research & Development,Laboratory Technician,0,2,Yes,36640,1,Yes
EMP2009,32,Female,Sales,HR Manager,2,2,No,33022,4,No
EMP2010,53,Male,Sales,Sales Representative,8,2,No,108213,3,Yes
EMP2011,54,Male,Sales,Research Scientist,9,2,Yes,136946,1,No
EMP2012,51,Male,Sales,Sales Representative,6,2,No,140252,2,Yes
EMP2013,53,Female,Human Resources,Sales Executive,2,3,Yes,107265,4,Yes
EMP2014,41,Female,Research & Development,Sales Executive,1,4,Yes,97508,3,Yes
EMP2015,53,Female,Sales,Laboratory Technician,13,1,Yes,66350,1,No
EMP2016,23,Female,Research & Development,Research Scientist,4,4,No,119692,4,Yes
EMP2017,27,Female,Research & Development,Research Scientist,4,2,Yes,58720,4,No
EMP2018,47,Male,Research & Development,Sales Representative,15,5,No,62642,3,Yes
EMP2019,54,Female,Sales,Sales Representative,5,2,Yes,86958,5,No
EMP2020,51,Male,Sales,Research Scientist,7,1,Yes,45563,2,No
EMP2021,37,Male,Human Resources,Laboratory Technician,12,1,No,146695,4,No
EMP2022,35,Female,Sales,Laboratory Technician,5,2,Yes,42685,4,No
EMP2023,59,Male,Sales,Laboratory Technician,13,3,No,124766,4,No
EMP2024,44,Female,Research & Development,HR Manager,12,3,Yes,139449,2,Yes
EMP2025,25,Male,Research & Development,Sales Representative,6,4,No,62023,3,Yes
EMP2026,25,Female,Research & Development,Laboratory Technician,7,2,Yes,88414,5,Yes
EMP2027,40,Male,Human Resources,Research Scientist,11,1,No,40811,1,Yes
EMP2028,53,Female,Sales,HR Manager,2,2,No,42598,4,No
EMP2029,60,Male,Sales,Laboratory Technician,7,4,No,98601,2,Yes
EMP2030,52,Female,Human Resources,Sales Executive,8,4,Yes,145655,1,Yes
EMP2031,40,Female,Sales,HR Manager,4,1,Yes,41162,1,No
EMP2032,56,Female,Sales,HR Manager,12,2,Yes,71725,2,Yes
EMP2033,22,Female,Research & Development,Sales Representative,3,3,No,42119,4,Yes
EMP2034,28,Male,Research & Development,Sales Executive,4,1,Yes,116789,2,No
EMP2035,49,Male,Sales,HR Manager,6,5,No,109184,5,Yes
EMP2036,30,Male,Human Resources,HR Manager,14,2,Yes,102783,3,No
EMP2037,38,Male,Sales,Sales Representative,4,4,Yes,114641,4,Yes
EMP2038,45,Male,Sales,Research Scientist,8,1,No,78415,3,No
EMP2039,47,Male,Human Resources,Research Scientist,10,1,Yes,121003,4,Yes
EMP2040,45,Male,Sales,Sales Executive,0,2,No,63965,1,No
EMP2041,24,Male,Research & Development,Sales Representative,3,2,No,73217,3,No
EMP2042,47,Male,Research & Development,Laboratory Technician,9,1,Yes,95699,5,Yes
EMP2043,25,Female,Research & Development,Sales Representative,3,2,Yes,48549,4,No
EMP2044,58,Male,Research & Development,Laboratory Technician,15,4,No,129513,3,Yes
EMP2045,57,Male,Sales,Research Scientist,7,1,Yes,105147,3,Yes
EMP2046,34,Male,Human Resources,Sales Executive,14,4,Yes,135494,5,Yes
EMP2047,45,Female,Research & Development,Laboratory Technician,9,2,No,70507,4,No
EMP2048,57,Female,Sales,Research Scientist,3,2,No,49671,5,Yes
EMP2049,40,Female,Human Resources,HR Manager,14,3,Yes,32381,2,No
EMP2050,26,Male,Human Resources,Sales Executive,4,5,No,54787,1,Yes
EMP2051,46,Female,Human Resources,Laboratory Technician,2,5,Yes,113351,5,Yes
EMP2052,54,Male,Human Resources,Sales Representative,10,5,No,64049,2,Yes
EMP2053,50,Male,Sales,Laboratory Technician,8,5,Yes,135502,5,No
EMP2054,57,Male,Human Resources,HR Manager,1,5,Yes,141131,5,No
EMP2055,39,Male,Sales,Sales Executive,12,3,Yes,117127,4,No
EMP2056,29,Female,Research & Development,Sales Executive,8,4,No,31577,5,No
EMP2057,30,Male,Research & Development,Sales Representative,3,2,Yes,38967,5,No
EMP2058,28,Female,Sales,Sales Representative,14,5,Yes,77581,3,No
EMP2059,47,Male,Sales,Laboratory Technician,13,5,Yes,56667,5,No
EMP2060,45,Female,Human Resources,HR Manager,5,5,Yes,72459,1,Yes
EMP2061,43,Female,Human Resources,Sales Representative,15,2,Yes,129960,3,No
EMP2062,57,Female,Sales,HR Manager,9,4,No,61348,5,No
EMP2063,45,Male,Human Resources,Laboratory Technician,7,4,No,66403,5,No
EMP2064,31,Female,Sales,Sales Representative,3,2,No,84116,4,No
EMP2065,34,Male,Human Resources,Research Scientist,2,5,Yes,83885,1,Yes
EMP2066,60,Male,Sales,Sales Representative,11,4,No,33928,5,Yes
EMP2067,54,Female,Sales,Sales Representative,7,3,No,88520,5,No
EMP2068,47,Male,Human Resources,HR Manager,15,3,No,72159,3,No
EMP2069,54,Male,Sales,Sales Executive,13,3,No,79160,3,No
EMP2070,24,Male,Sales,Research Scientist,13,5,No,105334,1,Yes
EMP2071,24,Male,Research & Development,Research Scientist,1,2,No,109588,3,Yes
EMP2072,24,Male,Sales,Sales Executive,3,1,No,108280,5,No
EMP2073,30,Female,Human Resources,Research Scientist,8,2,No,62818,2,No
EMP2074,43,Male,Research & Development,Research Scientist,8,4,No,67143,2,Yes
EMP2075,52,Male,Human Resources,HR Manager,8,3,No,106284,4,No
EMP2076,55,Male,Research & Development,Sales Executive,10,4,No,146728,4,Yes
EMP2077,51,Male,Human Resources,Laboratory Technician,13,5,No,122281,3,No
EMP2078,31,Female,Research & Development,Laboratory Technician,8,4,Yes,65826,2,Yes
EMP2079,60,Male,Human Resources,Laboratory Technician,11,1,No,143145,2,No
EMP2080,54,Female,Sales,Laboratory Technician,2,5,Yes,83008,2,No
EMP2081,30,Female,Sales,Research Scientist,0,1,No,86615,2,Yes
EMP2082,42,Female,Human Resources,Research Scientist,3,2,No,87883,5,Yes
EMP2083,42,Male,Research & Development,HR Manager,15,1,No,49434,3,No
EMP2084,32,Male,Research & Development,Laboratory Technician,7,2,No,123862,4,No
EMP2085,47,Male,Sales,HR Manager,15,5,No,37034,1,No
EMP2086,41,Female,Sales,Research Scientist,7,1,No,42516,2,Yes
EMP2087,59,Female,Sales,Sales Executive,13,5,No,37675,1,Yes
EMP2088,43,Male,Research & Development,Sales Representative,8,4,Yes,102159,2,No
EMP2089,54,Female,Research & Development,Laboratory Technician,3,4,No,48081,5,No
EMP2090,54,Female,Sales,Laboratory Technician,15,5,Yes,64995,5,No
EMP2091,56,Female,Sales,Research Scientist,12,2,No,145505,5,Yes
EMP2092,53,Female,Research & Development,Sales Representative,12,1,Yes,114405,1,No
EMP2093,58,Female,Research & Development,HR Manager,1,5,Yes,124505,1,Yes
EMP2094,41,Female,Research & Development,HR Manager,3,2,Yes,32101,3,Yes
EMP2095,52,Female,Human Resources,Sales Representative,3,5,No,136183,5,No
EMP2096,23,Female,Sales,HR Manager,3,2,No,48255,3,No
EMP2097,45,Male,Sales,Laboratory Technician,3,2,No,122581,5,Yes
EMP2098,43,Male,Research & Development,Laboratory Technician,7,2,Yes,130924,3,Yes
EMP2099,29,Female,Research & Development,Research Scientist,11,1,Yes,100657,2,Yes
EMP2100,48,Female,Human Resources,Laboratory Technician,13,5,No,149308,3,Yes
EMP2101,59,Female,Research & Development,Research Scientist,12,5,No,42006,1,No
EMP2102,41,Female,Research & Development,HR Manager,1,5,Yes,120271,1,No
EMP2103,23,Female,Human Resources,Sales Executive,11,1,No,96452,1,Yes
EMP2104,60,Female,Human Resources,Sales Executive,14,2,Yes,49950,2,No
EMP2105,52,Male,Sales,Sales Executive,14,5,No,48058,4,No
EMP2106,38,Male,Sales,Sales Executive,1,5,Yes,115539,4,No
EMP2107,59,Female,Human Resources,Sales Executive,12,1,No,59162,2,No
EMP2108,58,Male,Research & Development,HR Manager,13,3,No,97284,2,Yes
EMP2109,36,Male,Sales,Laboratory Technician,0,5,No,88554,2,No
EMP2110,25,Female,Sales,Sales Executive,6,5,No,108179,5,No
EMP2111,59,Male,Research & Development,Laboratory Technician,5,1,No,130539,5,Yes
EMP2112,52,Female,Research & Development,HR Manager,0,3,No,67877,3,Yes
EMP2113,32,Male,Research & Development,HR Manager,10,3,Yes,30147,4,Yes
EMP2114,55,Male,Research & Development,Sales Executive,3,3,Yes,49567,3,No
EMP2115,46,Female,Human Resources,Laboratory Technician,9,5,Yes,146743,2,Yes
EMP2116,31,Male,Human Resources,HR Manager,13,2,Yes,81259,2,Yes
EMP2117,37,Female,Research & Development,HR Manager,0,2,No,48446,3,No
EMP2118,24,Male,Sales,Sales Executive,14,1,No,34414,4,No
EMP2119,58,Male,Research & Development,Research Scientist,8,4,Yes,99583,4,Yes
EMP2120,29,Male,Sales,Laboratory Technician,11,4,Yes,75436,5,No
EMP2121,34,Female,Sales,Sales Representative,11,2,No,95640,4,Yes
EMP2122,23,Female,Human Resources,Sales Representative,11,2,Yes,146292,1,Yes
EMP2123,50,Male,Human Resources,Laboratory Technician,7,2,No,39178,5,No
EMP2124,42,Male,Sales,HR Manager,8,1,Yes,95127,5,Yes
EMP2125,48,Female,Sales,Laboratory Technician,14,5,No,64351,5,No
EMP2126,31,Female,Research & Development,Sales Executive,1,2,Yes,120285,2,Yes
EMP2127,48,Male,Research & Development,Sales Representative,10,5,No,72567,2,Yes
EMP2128,35,Male,Research & Development,Laboratory Technician,14,4,Yes,148598,2,No
EMP2129,48,Female,Sales,Sales Executive,8,1,No,47818,4,No
EMP2130,54,Female,Research & Development,Research Scientist,5,4,Yes,91285,5,Yes
EMP2131,52,Male,Sales,Laboratory Technician,6,5,Yes,59805,5,No
EMP2132,25,Female,Research & Development,Laboratory Technician,10,1,Yes,133503,4,No
EMP2133,30,Male,Sales,Laboratory Technician,12,3,No,149635,1,No
EMP2134,55,Male,Human Resources,Sales Executive,11,4,Yes,76990,3,Yes
EMP2135,35,Female,Human Resources,Research Scientist,5,2,No,113515,5,No
EMP2136,57,Female,Sales,Sales Representative,15,3,No,55251,3,No
EMP2137,42,Male,Human Resources,HR Manager,2,3,No,83947,1,No
EMP2138,52,Female,Sales,Research Scientist,10,1,Yes,70838,4,No
EMP2139,55,Male,Human Resources,Research Scientist,11,1,Yes,50941,5,No
EMP2140,46,Female,Human Resources,Research Scientist,7,1,No,59133,1,No
EMP2141,42,Male,Human Resources,Research Scientist,10,1,No,75146,4,Yes
EMP2142,33,Female,Human Resources,Laboratory Technician,9,1,Yes,89563,1,Yes
EMP2143,51,Male,Research & Development,Sales Representative,3,1,No,32280,2,No
EMP2144,56,Male,Research & Development,Sales Executive,2,1,Yes,31103,3,Yes
EMP2145,43,Female,Research & Development,Laboratory Technician,12,3,Yes,68621,5,Yes
EMP2146,56,Female,Human Resources,Sales Executive,10,2,Yes,41428,3,Yes
EMP2147,44,Female,Human Resources,Sales Executive,15,5,Yes,50902,4,No
EMP2148,38,Female,Human Resources,Sales Executive,5,1,Yes,111232,3,Yes
EMP2149,52,Male,Research & Development,Sales Representative,12,1,No,42412,4,No
EMP2150,34,Male,Human Resources,Research Scientist,6,2,No,131133,5,Yes
EMP2151,37,Male,Human Resources,HR Manager,8,4,Yes,103402,5,No
EMP2152,39,Female,Research & Development,HR Manager,15,1,Yes,48283,5,Yes
EMP2153,57,Male,Research & Development,Research Scientist,11,4,Yes,102307,3,Yes
EMP2154,41,Female,Sales,Research Scientist,10,5,Yes,121910,4,No
EMP2155,36,Male,Research & Development,Sales Representative,14,3,No,73517,1,Yes
EMP2156,41,Female,Human Resources,HR Manager,11,1,No,44048,3,Yes
EMP2157,40,Male,Human Resources,Laboratory Technician,5,5,Yes,101952,5,Yes
EMP2158,35,Female,Sales,Sales Representative,5,1,No,45229,4,Yes
EMP2159,53,Male,Human Resources,HR Manager,10,2,No,119996,4,No
EMP2160,42,Male,Research & Development,Laboratory Technician,0,3,Yes,84876,5,Yes
EMP2161,52,Male,Research & Development,Sales Representative,3,3,Yes,39102,3,No
EMP2162,44,Female,Human Resources,HR Manager,6,4,No,112358,5,No
EMP2163,57,Female,Sales,Laboratory Technician,9,1,No,53159,4,Yes
EMP2164,39,Male,Human Resources,Sales Executive,9,5,Yes,133062,2,No
EMP2165,40,Male,Human Resources,HR Manager,5,3,No,112778,5,Yes
EMP2166,29,Female,Human Resources,Laboratory Technician,12,3,No,72908,2,Yes
EMP2167,58,Female,Human Resources,Sales Representative,2,3,No,75344,1,No
EMP2168,56,Female,Research & Development,Laboratory Technician,6,2,No,103985,5,Yes
EMP2169,46,Male,Human Resources,Sales Representative,2,1,No,32346,4,No
EMP2170,47,Male,Research & Development,Laboratory Technician,2,5,Yes,67599,2,Yes
EMP2171,44,Female,Human Resources,Research Scientist,12,2,Yes,117236,2,Yes
EMP2172,31,Male,Research & Development,HR Manager,8,5,No,143544,4,Yes
EMP2173,40,Female,Sales,Sales Representative,4,5,Yes,146949,1,No
EMP2174,24,Male,Research & Development,Laboratory Technician,10,5,Yes,82111,1,Yes
